"","Gene","p value"
"738","C8A","0.5252412886809"
"739","C8B","0.709281690647456"
"740","DAB1","NaN"
"741","RP11-393I23.4","NaN"
"742","OMA1","NaN"
"743","TACSTD2","0.999999999999999"
"744","MYSM1","0.421839281925926"
"745","JUN","0.5252412886809"
"746","FGGY","0.2942505182063"
"747","HOOK1","0.947916211311687"
"748","CYP2J2","NaN"
"749","C1orf87","0.536446088618447"
"750","NFIA","0.947916211311687"
"751","TM2D1","NaN"
"752","INADL","0.371355056334273"
"753","L1TD1","0.421839281925926"
"754","KANK4","0.909648954425822"
"755","USP1","0.2942505182063"
"756","DOCK7","0.100301263236268"
"757","ANGPTL3","0.947916211311687"
"758","ATG4C","1"
"759","FOXD3","0.999999999999999"
"760","ALG6","0.909648954425822"
"761","ITGB3BP","0.999999999999999"
"762","EFCAB7","0.999999999999999"
"763","PGM1","NaN"
"764","ROR1","0.999999999999998"
"765","UBE2U","0.909648954425822"
"766","CACHD1","0.536446088618447"
"767","RAVER2","0.5252412886809"
"768","JAK1","0.381302308250976"
"769","MIR101-1","NaN"
"770","AK4","NaN"
"771","DNAJC6","0.709281690647456"
"772","LEPR","0.999999999999999"
"773","LEPROT","NaN"
"774","PDE4B","0.999999999999999"
"775","SGIP1","1"
"776","TCTEX1D1","1"
"777","INSL5","NaN"
"778","WDR78","1"
"779","MIER1","0.999999999999998"
"780","SLC35D1","0.947916211311687"
"781","C1orf141","0.536446088618447"
"782","IL23R","0.909648954425822"
"783","IL12RB2","1"
"784","SERBP1","0.999999999999998"
"785","GADD45A","1"
"786","GNG12","1"
"787","DIRAS3","0.947916211311687"
"788","WLS","1"
"789","RPE65","0.167300825461942"
"790","DEPDC1","0.999999999999999"
"791","LRRC7","0.999999999999999"
"792","LRRC40","1"
"793","SRSF11","0.999999999999999"
"794","ANKRD13C","NaN"
"795","HHLA3","NaN"
"796","CTH","0.999999999999999"
"797","PTGER3","0.206792793132198"
"798","ZRANB2","0.999999999999999"
"799","NEGR1","0.421839281925926"
"800","LRRIQ3","0.161633544144447"
"801","FPGT","0.999999999999999"
"802","FPGT-TNNI3K","0.293729577039017"
"803","TNNI3K","0.999999999999999"
"804","LRRC53","NaN"
"805","CRYZ","1"
"806","TYW3","NaN"
"807","LHX8","0.999999999999998"
"808","SLC44A5","0.883176951771437"
"809","RP4-595K12.2","NaN"
"810","ACADM","0.421839281925926"
"811","RABGGTB","0.947916211311687"
"812","MSH4","0.5252412886809"
"813","ASB17","0.202024321514139"
"814","ST6GALNAC3","0.2942505182063"
"815","TPI1P1","NaN"
"816","ST6GALNAC5","1"
"817","PIGK","0.999999999999999"
"818","AK5","NaN"
"819","ZZZ3","0.909648954425822"
"820","USP33","1"
"821","FAM73A","0.909648954425822"
"822","NEXN","0.536446088618447"
"823","FUBP1","0.999999999999999"
"824","DNAJB4","1"
"825","GIPC2","0.947916211311687"
"826","PTGFR","0.999999999999999"
"827","IFI44L","0.999999999999999"
"828","IFI44","NaN"
"829","PSAT1P3","NaN"
"830","ST13P20","NaN"
"831","RP11-413G15.1","NaN"
"832","TTLL7","0.202024321514139"
"833","PRKACB","0.909648954425822"
"834","SAMD13","NaN"
"835","UOX","NaN"
"836","DNASE2B","0.947916211311687"
"837","RPF1","NaN"
"838","GNG5","NaN"
"839","SPATA1","NaN"
"840","CTBS","0.909648954425822"
"841","SSX2IP","0.947916211311687"
"842","LPAR3","0.947916211311687"
"843","MCOLN2","0.909648954425822"
"844","WDR63","0.5252412886809"
"845","MCOLN3","0.536446088618447"
"846","SYDE2","0.947916211311687"
"847","C1orf52","NaN"
"848","BCL10","0.421839281925926"
"849","DDAH1","NaN"
"850","CYR61","NaN"
"851","ZNHIT6","0.999999999999999"
"852","COL24A1","1"
"853","ODF2L","0.202024321514139"
"854","CLCA2","0.909648954425822"
"855","CLCA1","0.861559072241221"
"856","CLCA4","0.909648954425822"
"857","RP4-651E10.4","1"
"858","SH3GLB1","0.947916211311687"
"859","SEP15","0.947916211311687"
"860","HS2ST1","1"
"861","RP5-1052I5.2","NaN"
"862","LMO4","0.999999999999999"
"863","PKN2","0.999999999999999"
"864","GTF2B","0.999999999999999"
"865","CCBL2","0.999999999999999"
"866","RBMXL1","1"
"867","GBP3","NaN"
"868","GBP1","NaN"
"869","GBP2","0.565963457300051"
"870","GBP7","1"
"871","GBP4","0.999999999999999"
